VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Heritage Inc.,Brand H,Office Supplies,447.86,649.61,167,329,108484.87,74792.62,33692.25,2023-09-05,9,Sep,3,2023,31.06,1.45
Apex Supplies,Brand A,Furniture,332.45,752.8,161,147,121200.8,53524.45,67676.35,2023-03-10,3,Mar,1,2023,55.84,2.264
Junction LLC,Brand J,Sporting Goods,13.95,24.39,161,104,3926.79,2245.95,1680.84,2023-09-03,9,Sep,3,2023,42.8,1.748
Heritage Inc.,Brand H,Furniture,472.16,841.18,29,46,24394.22,13692.64,10701.58,2023-02-01,2,Feb,1,2023,43.87,1.782
Global Mart,Brand G,Sporting Goods,126.2,304.0,69,86,20976.0,8707.8,12268.2,2023-07-01,7,Jul,3,2023,58.49,2.409
Apex Supplies,Brand A,Office Supplies,62.73,124.95,198,308,24740.1,12420.54,12319.56,2023-11-26,11,Nov,4,2023,49.8,1.992
Blue Ridge Co.,Brand B,Office Supplies,386.38,911.14,159,436,144871.26,61434.42,83436.84,2023-01-12,1,Jan,1,2023,57.59,2.358
Cardinal Goods,Brand C,Electronics,255.23,443.87,80,128,35509.6,20418.4,15091.2,2023-07-24,7,Jul,3,2023,42.5,1.739
Apex Supplies,Brand A,Food & Beverage,222.55,291.36,31,257,9032.16,6899.05,2133.11,2023-09-02,9,Sep,3,2023,23.62,1.309
Icon Wholesale,Brand I,Clothing,132.26,317.68,112,313,35580.16,14813.12,20767.04,2023-06-27,6,Jun,2,2023,58.37,2.402
Heritage Inc.,Brand H,Furniture,278.26,484.78,46,146,22299.88,12799.96,9499.92,2023-01-12,1,Jan,1,2023,42.6,1.742
Blue Ridge Co.,Brand B,Health & Beauty,144.45,195.63,97,445,18976.11,14011.65,4964.46,2023-12-06,12,Dec,4,2023,26.16,1.354
Icon Wholesale,Brand I,Sporting Goods,451.78,688.22,52,461,35787.44,23492.56,12294.88,2023-10-15,10,Oct,4,2023,34.36,1.523
Global Mart,Brand G,Health & Beauty,115.45,135.21,138,71,18658.98,15932.1,2726.88,2023-10-23,10,Oct,4,2023,14.61,1.171
Icon Wholesale,Brand I,Food & Beverage,443.33,778.32,74,485,57595.68,32806.42,24789.26,2023-03-25,3,Mar,1,2023,43.04,1.756
FairWay Corp.,Brand F,Sporting Goods,284.11,651.86,41,139,26726.26,11648.51,15077.75,2023-10-19,10,Oct,4,2023,56.42,2.294
FairWay Corp.,Brand F,Furniture,415.96,1001.22,77,409,77093.94,32028.92,45065.02,2023-03-24,3,Mar,1,2023,58.45,2.407
Delta Traders,Brand D,Electronics,359.29,864.32,131,26,113225.92,47066.99,66158.93,2023-08-22,8,Aug,3,2023,58.43,2.406
Junction LLC,Brand J,Health & Beauty,351.38,448.12,187,28,83798.44,65708.06,18090.38,2023-12-23,12,Dec,4,2023,21.59,1.275
Junction LLC,Brand J,Food & Beverage,168.93,276.18,114,270,31484.52,19258.02,12226.5,2023-11-13,11,Nov,4,2023,38.83,1.635
Blue Ridge Co.,Brand B,Furniture,124.61,142.0,52,173,7384.0,6479.72,904.28,2023-09-21,9,Sep,3,2023,12.25,1.14
Global Mart,Brand G,Office Supplies,113.33,260.35,162,252,42176.7,18359.46,23817.24,2023-06-28,6,Jun,2,2023,56.47,2.297
Eagle Exports,Brand E,Office Supplies,430.02,689.0,177,384,121953.0,76113.54,45839.46,2023-12-23,12,Dec,4,2023,37.59,1.602
FairWay Corp.,Brand F,Furniture,412.01,817.25,156,59,127491.0,64273.56,63217.44,2023-02-02,2,Feb,1,2023,49.59,1.984
Blue Ridge Co.,Brand B,Furniture,225.88,474.54,87,106,41284.98,19651.56,21633.42,2023-12-22,12,Dec,4,2023,52.4,2.101
Eagle Exports,Brand E,Furniture,74.88,127.43,109,219,13889.87,8161.92,5727.95,2023-02-20,2,Feb,1,2023,41.24,1.702
Junction LLC,Brand J,Sporting Goods,197.3,301.68,141,440,42536.88,27819.3,14717.58,2023-03-04,3,Mar,1,2023,34.6,1.529
Delta Traders,Brand D,Furniture,313.48,767.12,69,258,52931.28,21630.12,31301.16,2023-07-09,7,Jul,3,2023,59.14,2.447
Icon Wholesale,Brand I,Health & Beauty,232.66,570.08,120,370,68409.6,27919.2,40490.4,2023-02-23,2,Feb,1,2023,59.19,2.45
FairWay Corp.,Brand F,Food & Beverage,392.29,590.48,67,145,39562.16,26283.43,13278.73,2023-02-06,2,Feb,1,2023,33.56,1.505
Blue Ridge Co.,Brand B,Sporting Goods,498.84,883.68,61,51,53904.48,30429.24,23475.24,2023-06-24,6,Jun,2,2023,43.55,1.771
Apex Supplies,Brand A,Furniture,103.65,255.18,188,59,47973.84,19486.2,28487.64,2023-05-05,5,May,2,2023,59.38,2.462
Eagle Exports,Brand E,Clothing,235.23,260.36,71,33,18485.56,16701.33,1784.23,2023-12-20,12,Dec,4,2023,9.65,1.107
Icon Wholesale,Brand I,Clothing,221.18,371.08,152,95,56404.16,33619.36,22784.8,2023-11-24,11,Nov,4,2023,40.4,1.678
FairWay Corp.,Brand F,Food & Beverage,159.2,197.51,191,476,37724.41,30407.2,7317.21,2023-08-10,8,Aug,3,2023,19.4,1.241
Junction LLC,Brand J,Office Supplies,107.07,194.1,189,88,36684.9,20236.23,16448.67,2023-08-02,8,Aug,3,2023,44.84,1.813
Global Mart,Brand G,Electronics,42.19,47.87,151,315,7228.37,6370.69,857.68,2023-03-10,3,Mar,1,2023,11.87,1.135
Eagle Exports,Brand E,Electronics,444.69,742.48,30,409,22274.4,13340.7,8933.7,2023-12-14,12,Dec,4,2023,40.11,1.67
Junction LLC,Brand J,Office Supplies,215.73,303.96,188,230,57144.48,40557.24,16587.24,2023-01-07,1,Jan,1,2023,29.03,1.409
FairWay Corp.,Brand F,Sporting Goods,253.48,468.08,146,455,68339.68,37008.08,31331.6,2023-09-11,9,Sep,3,2023,45.85,1.847
Eagle Exports,Brand E,Sporting Goods,459.3,1145.67,96,274,109984.32,44092.8,65891.52,2023-01-06,1,Jan,1,2023,59.91,2.494
Icon Wholesale,Brand I,Sporting Goods,390.38,866.94,56,245,48548.64,21861.28,26687.36,2023-05-21,5,May,2,2023,54.97,2.221
FairWay Corp.,Brand F,Electronics,73.95,168.89,53,110,8951.17,3919.35,5031.82,2023-02-10,2,Feb,1,2023,56.21,2.284
Heritage Inc.,Brand H,Clothing,287.06,571.07,7,233,3997.49,2009.42,1988.07,2023-01-10,1,Jan,1,2023,49.73,1.989
Blue Ridge Co.,Brand B,Electronics,226.7,262.56,97,277,25468.32,21989.9,3478.42,2023-12-23,12,Dec,4,2023,13.66,1.158
Icon Wholesale,Brand I,Health & Beauty,400.63,556.68,197,476,109665.96,78924.11,30741.85,2023-05-24,5,May,2,2023,28.03,1.39
Eagle Exports,Brand E,Furniture,364.87,873.9,113,416,98750.7,41230.31,57520.39,2023-09-08,9,Sep,3,2023,58.25,2.395
Global Mart,Brand G,Sporting Goods,348.3,561.65,125,165,70206.25,43537.5,26668.75,2023-09-15,9,Sep,3,2023,37.99,1.613
Junction LLC,Brand J,Clothing,176.87,220.22,180,127,39639.6,31836.6,7803.0,2023-01-14,1,Jan,1,2023,19.68,1.245
Apex Supplies,Brand A,Food & Beverage,404.43,842.58,132,236,111220.56,53384.76,57835.8,2023-03-31,3,Mar,1,2023,52.0,2.083
Junction LLC,Brand J,Food & Beverage,35.67,54.19,162,493,8778.78,5778.54,3000.24,2023-11-08,11,Nov,4,2023,34.18,1.519
Eagle Exports,Brand E,Furniture,88.22,130.25,197,290,25659.25,17379.34,8279.91,2023-10-09,10,Oct,4,2023,32.27,1.476
Junction LLC,Brand J,Clothing,174.46,435.66,161,106,70141.26,28088.06,42053.2,2023-12-30,12,Dec,4,2023,59.96,2.497
Blue Ridge Co.,Brand B,Electronics,47.64,109.64,121,127,13266.44,5764.44,7502.0,2023-01-22,1,Jan,1,2023,56.55,2.301
FairWay Corp.,Brand F,Electronics,125.15,209.14,197,194,41200.58,24654.55,16546.03,2023-02-20,2,Feb,1,2023,40.16,1.671
Apex Supplies,Brand A,Health & Beauty,416.77,1030.41,38,338,39155.58,15837.26,23318.32,2023-11-16,11,Nov,4,2023,59.55,2.472
Cardinal Goods,Brand C,Health & Beauty,474.64,954.1,122,393,116400.2,57906.08,58494.12,2023-08-07,8,Aug,3,2023,50.25,2.01
Eagle Exports,Brand E,Electronics,159.26,340.63,26,474,8856.38,4140.76,4715.62,2023-05-16,5,May,2,2023,53.25,2.139
Delta Traders,Brand D,Food & Beverage,139.61,159.73,129,142,20605.17,18009.69,2595.48,2023-06-22,6,Jun,2,2023,12.6,1.144
Cardinal Goods,Brand C,Sporting Goods,147.15,186.92,4,394,747.68,588.6,159.08,2023-05-19,5,May,2,2023,21.28,1.27
Junction LLC,Brand J,Food & Beverage,146.08,290.16,39,110,11316.24,5697.12,5619.12,2023-02-23,2,Feb,1,2023,49.66,1.986
Eagle Exports,Brand E,Health & Beauty,27.61,65.12,54,89,3516.48,1490.94,2025.54,2023-07-05,7,Jul,3,2023,57.6,2.359
Heritage Inc.,Brand H,Furniture,464.19,915.96,161,250,147469.56,74734.59,72734.97,2023-09-26,9,Sep,3,2023,49.32,1.973
Delta Traders,Brand D,Electronics,114.71,147.7,33,279,4874.1,3785.43,1088.67,2023-12-05,12,Dec,4,2023,22.34,1.288
Apex Supplies,Brand A,Health & Beauty,215.8,272.35,20,332,5447.0,4316.0,1131.0,2023-10-08,10,Oct,4,2023,20.76,1.262
Global Mart,Brand G,Health & Beauty,14.75,33.66,16,223,538.56,236.0,302.56,2023-07-10,7,Jul,3,2023,56.18,2.282
Heritage Inc.,Brand H,Sporting Goods,430.4,557.38,149,100,83049.62,64129.6,18920.02,2023-07-19,7,Jul,3,2023,22.78,1.295
Cardinal Goods,Brand C,Electronics,368.27,673.32,173,131,116484.36,63710.71,52773.65,2023-06-03,6,Jun,2,2023,45.31,1.828
FairWay Corp.,Brand F,Sporting Goods,473.91,545.92,127,12,69331.84,60186.57,9145.27,2023-07-12,7,Jul,3,2023,13.19,1.152
Blue Ridge Co.,Brand B,Electronics,392.99,476.67,87,456,41470.29,34190.13,7280.16,2023-10-06,10,Oct,4,2023,17.56,1.213
Global Mart,Brand G,Sporting Goods,163.72,334.2,82,440,27404.4,13425.04,13979.36,2023-12-16,12,Dec,4,2023,51.01,2.041
Heritage Inc.,Brand H,Food & Beverage,131.46,271.45,62,496,16829.9,8150.52,8679.38,2023-08-17,8,Aug,3,2023,51.57,2.065
FairWay Corp.,Brand F,Furniture,351.88,555.29,31,97,17213.99,10908.28,6305.71,2023-11-15,11,Nov,4,2023,36.63,1.578
FairWay Corp.,Brand F,Furniture,188.42,264.14,42,119,11093.88,7913.64,3180.24,2023-04-01,4,Apr,2,2023,28.67,1.402
Eagle Exports,Brand E,Electronics,287.45,643.66,12,292,7723.92,3449.4,4274.52,2023-02-07,2,Feb,1,2023,55.34,2.239
Heritage Inc.,Brand H,Clothing,13.07,18.35,65,303,1192.75,849.55,343.2,2023-03-19,3,Mar,1,2023,28.77,1.404
Apex Supplies,Brand A,Office Supplies,40.32,74.95,73,198,5471.35,2943.36,2527.99,2023-12-24,12,Dec,4,2023,46.2,1.859
Junction LLC,Brand J,Health & Beauty,272.33,668.7,131,0,87599.7,35675.23,51924.47,2023-01-08,1,Jan,1,2023,59.27,2.455
Delta Traders,Brand D,Health & Beauty,287.38,375.6,115,59,43194.0,33048.7,10145.3,2023-07-22,7,Jul,3,2023,23.49,1.307
Delta Traders,Brand D,Electronics,378.21,914.22,137,249,125248.14,51814.77,73433.37,2023-12-22,12,Dec,4,2023,58.63,2.417
Cardinal Goods,Brand C,Sporting Goods,74.66,101.24,106,139,10731.44,7913.96,2817.48,2023-12-04,12,Dec,4,2023,26.25,1.356
Cardinal Goods,Brand C,Clothing,261.46,495.32,179,148,88662.28,46801.34,41860.94,2023-09-29,9,Sep,3,2023,47.21,1.894
Delta Traders,Brand D,Food & Beverage,105.28,171.38,16,394,2742.08,1684.48,1057.6,2023-04-20,4,Apr,2,2023,38.57,1.628
Apex Supplies,Brand A,Sporting Goods,55.67,136.44,78,43,10642.32,4342.26,6300.06,2023-09-29,9,Sep,3,2023,59.2,2.451
Blue Ridge Co.,Brand B,Sporting Goods,211.14,313.11,125,370,39138.75,26392.5,12746.25,2023-12-08,12,Dec,4,2023,32.57,1.483
Icon Wholesale,Brand I,Electronics,90.03,149.41,131,185,19572.71,11793.93,7778.78,2023-03-24,3,Mar,1,2023,39.74,1.66
Junction LLC,Brand J,Electronics,118.67,293.83,152,107,44662.16,18037.84,26624.32,2023-04-19,4,Apr,2,2023,59.61,2.476
Blue Ridge Co.,Brand B,Health & Beauty,165.6,306.54,141,43,43222.14,23349.6,19872.54,2023-09-04,9,Sep,3,2023,45.98,1.851
Eagle Exports,Brand E,Electronics,137.1,247.28,130,77,32146.4,17823.0,14323.4,2023-04-03,4,Apr,2,2023,44.56,1.804
Icon Wholesale,Brand I,Electronics,52.92,77.31,199,225,15384.69,10531.08,4853.61,2023-05-25,5,May,2,2023,31.55,1.461
Icon Wholesale,Brand I,Electronics,54.06,112.55,112,161,12605.6,6054.72,6550.88,2023-09-29,9,Sep,3,2023,51.97,2.082
Heritage Inc.,Brand H,Health & Beauty,104.69,117.27,127,280,14893.29,13295.63,1597.66,2023-01-04,1,Jan,1,2023,10.73,1.12
Apex Supplies,Brand A,Food & Beverage,34.77,40.66,21,252,853.86,730.17,123.69,2023-08-16,8,Aug,3,2023,14.49,1.169
Apex Supplies,Brand A,Food & Beverage,316.96,614.62,147,131,90349.14,46593.12,43756.02,2023-09-12,9,Sep,3,2023,48.43,1.939
Icon Wholesale,Brand I,Office Supplies,150.79,238.0,89,447,21182.0,13420.31,7761.69,2023-07-29,7,Jul,3,2023,36.64,1.578
Heritage Inc.,Brand H,Office Supplies,147.08,358.09,47,371,16830.23,6912.76,9917.47,2023-11-08,11,Nov,4,2023,58.93,2.435
Junction LLC,Brand J,Electronics,172.68,408.3,150,374,61245.0,25902.0,35343.0,2023-04-23,4,Apr,2,2023,57.71,2.364
Icon Wholesale,Brand I,Office Supplies,334.77,702.75,161,473,113142.75,53897.97,59244.78,2023-03-17,3,Mar,1,2023,52.36,2.099
Global Mart,Brand G,Health & Beauty,436.61,980.37,160,143,156859.2,69857.6,87001.6,2023-11-28,11,Nov,4,2023,55.46,2.245
Cardinal Goods,Brand C,Food & Beverage,381.95,776.99,192,265,149182.08,73334.4,75847.68,2023-07-19,7,Jul,3,2023,50.84,2.034
Cardinal Goods,Brand C,Sporting Goods,366.49,467.57,85,108,39743.45,31151.65,8591.8,2023-09-17,9,Sep,3,2023,21.62,1.276
Blue Ridge Co.,Brand B,Food & Beverage,247.35,537.19,167,193,89710.73,41307.45,48403.28,2023-10-16,10,Oct,4,2023,53.95,2.172
Eagle Exports,Brand E,Food & Beverage,349.96,487.94,128,34,62456.32,44794.88,17661.44,2023-10-24,10,Oct,4,2023,28.28,1.394
Cardinal Goods,Brand C,Health & Beauty,280.85,436.11,72,466,31399.92,20221.2,11178.72,2023-11-27,11,Nov,4,2023,35.6,1.553
FairWay Corp.,Brand F,Office Supplies,115.96,260.55,42,389,10943.1,4870.32,6072.78,2023-09-16,9,Sep,3,2023,55.49,2.247
Blue Ridge Co.,Brand B,Sporting Goods,112.21,207.72,9,274,1869.48,1009.89,859.59,2023-03-03,3,Mar,1,2023,45.98,1.851
Cardinal Goods,Brand C,Health & Beauty,155.23,357.64,25,186,8941.0,3880.75,5060.25,2023-10-31,10,Oct,4,2023,56.6,2.304
Eagle Exports,Brand E,Electronics,456.29,638.01,2,436,1276.02,912.58,363.44,2023-10-06,10,Oct,4,2023,28.48,1.398
Apex Supplies,Brand A,Furniture,278.23,542.8,19,499,10313.2,5286.37,5026.83,2023-06-15,6,Jun,2,2023,48.74,1.951
Apex Supplies,Brand A,Food & Beverage,369.61,449.93,20,242,8998.6,7392.2,1606.4,2023-02-20,2,Feb,1,2023,17.85,1.217
Junction LLC,Brand J,Furniture,179.81,359.67,70,263,25176.9,12586.7,12590.2,2023-06-12,6,Jun,2,2023,50.01,2.0
Icon Wholesale,Brand I,Health & Beauty,209.78,454.71,17,461,7730.07,3566.26,4163.81,2023-01-03,1,Jan,1,2023,53.87,2.168
Global Mart,Brand G,Health & Beauty,71.53,137.26,124,9,17020.24,8869.72,8150.52,2023-07-06,7,Jul,3,2023,47.89,1.919
Apex Supplies,Brand A,Health & Beauty,93.93,138.33,89,450,12311.37,8359.77,3951.6,2023-06-27,6,Jun,2,2023,32.1,1.473
Heritage Inc.,Brand H,Furniture,415.4,475.17,196,165,93133.32,81418.4,11714.92,2023-08-16,8,Aug,3,2023,12.58,1.144
Cardinal Goods,Brand C,Health & Beauty,296.57,375.82,94,28,35327.08,27877.58,7449.5,2023-06-27,6,Jun,2,2023,21.09,1.267
Heritage Inc.,Brand H,Electronics,175.39,345.73,84,270,29041.32,14732.76,14308.56,2023-02-01,2,Feb,1,2023,49.27,1.971
Eagle Exports,Brand E,Health & Beauty,403.4,971.46,131,86,127261.26,52845.4,74415.86,2023-12-16,12,Dec,4,2023,58.47,2.408
Apex Supplies,Brand A,Clothing,130.79,181.69,87,22,15807.03,11378.73,4428.3,2023-09-14,9,Sep,3,2023,28.01,1.389
Global Mart,Brand G,Office Supplies,488.26,1039.52,51,209,53015.52,24901.26,28114.26,2023-10-23,10,Oct,4,2023,53.03,2.129
Eagle Exports,Brand E,Furniture,178.96,413.94,82,45,33943.08,14674.72,19268.36,2023-12-20,12,Dec,4,2023,56.77,2.313
FairWay Corp.,Brand F,Clothing,175.28,320.63,154,466,49377.02,26993.12,22383.9,2023-02-13,2,Feb,1,2023,45.33,1.829
FairWay Corp.,Brand F,Health & Beauty,162.84,331.7,184,27,61032.8,29962.56,31070.24,2023-04-10,4,Apr,2,2023,50.91,2.037
Heritage Inc.,Brand H,Electronics,69.83,156.49,192,25,30046.08,13407.36,16638.72,2023-01-03,1,Jan,1,2023,55.38,2.241
Icon Wholesale,Brand I,Food & Beverage,64.46,94.43,8,265,755.44,515.68,239.76,2023-08-10,8,Aug,3,2023,31.74,1.465
Blue Ridge Co.,Brand B,Sporting Goods,327.57,496.48,165,174,81919.2,54049.05,27870.15,2023-09-16,9,Sep,3,2023,34.02,1.516
Icon Wholesale,Brand I,Office Supplies,438.81,483.08,121,3,58452.68,53096.01,5356.67,2023-09-22,9,Sep,3,2023,9.16,1.101
Junction LLC,Brand J,Sporting Goods,397.36,972.87,155,310,150794.85,61590.8,89204.05,2023-08-30,8,Aug,3,2023,59.16,2.448
Icon Wholesale,Brand I,Health & Beauty,79.14,188.71,173,321,32646.83,13691.22,18955.61,2023-09-05,9,Sep,3,2023,58.06,2.385
Junction LLC,Brand J,Office Supplies,277.34,601.94,4,66,2407.76,1109.36,1298.4,2023-05-12,5,May,2,2023,53.93,2.17
Junction LLC,Brand J,Office Supplies,61.74,74.75,86,134,6428.5,5309.64,1118.86,2023-09-18,9,Sep,3,2023,17.4,1.211
Global Mart,Brand G,Electronics,32.19,55.58,128,54,7114.24,4120.32,2993.92,2023-01-01,1,Jan,1,2023,42.08,1.727
Apex Supplies,Brand A,Office Supplies,331.63,412.1,110,463,45331.0,36479.3,8851.7,2023-05-06,5,May,2,2023,19.53,1.243
Global Mart,Brand G,Furniture,272.22,305.51,99,30,30245.49,26949.78,3295.71,2023-10-14,10,Oct,4,2023,10.9,1.122
Junction LLC,Brand J,Clothing,50.19,98.51,37,73,3644.87,1857.03,1787.84,2023-09-26,9,Sep,3,2023,49.05,1.963
Eagle Exports,Brand E,Clothing,27.12,66.31,71,18,4708.01,1925.52,2782.49,2023-11-06,11,Nov,4,2023,59.1,2.445
FairWay Corp.,Brand F,Clothing,494.98,1170.14,33,155,38614.62,16334.34,22280.28,2023-12-02,12,Dec,4,2023,57.7,2.364
Junction LLC,Brand J,Furniture,24.71,51.28,31,336,1589.68,766.01,823.67,2023-05-16,5,May,2,2023,51.81,2.075
Global Mart,Brand G,Sporting Goods,227.82,281.43,183,155,51501.69,41691.06,9810.63,2023-05-20,5,May,2,2023,19.05,1.235
Eagle Exports,Brand E,Electronics,257.26,381.73,125,146,47716.25,32157.5,15558.75,2023-06-08,6,Jun,2,2023,32.61,1.484
Global Mart,Brand G,Office Supplies,67.47,104.45,12,484,1253.4,809.64,443.76,2023-03-31,3,Mar,1,2023,35.4,1.548
Icon Wholesale,Brand I,Furniture,92.84,201.32,11,86,2214.52,1021.24,1193.28,2023-03-17,3,Mar,1,2023,53.88,2.168
Cardinal Goods,Brand C,Clothing,182.38,405.46,88,19,35680.48,16049.44,19631.04,2023-09-15,9,Sep,3,2023,55.02,2.223
Heritage Inc.,Brand H,Health & Beauty,383.22,628.15,72,268,45226.8,27591.84,17634.96,2023-09-12,9,Sep,3,2023,38.99,1.639
Blue Ridge Co.,Brand B,Food & Beverage,258.47,435.53,32,332,13936.96,8271.04,5665.92,2023-04-25,4,Apr,2,2023,40.65,1.685
Global Mart,Brand G,Office Supplies,322.57,374.93,57,42,21371.01,18386.49,2984.52,2023-07-15,7,Jul,3,2023,13.97,1.162
Blue Ridge Co.,Brand B,Furniture,492.74,741.47,166,394,123084.02,81794.84,41289.18,2023-09-12,9,Sep,3,2023,33.55,1.505
Delta Traders,Brand D,Furniture,386.32,669.03,188,431,125777.64,72628.16,53149.48,2023-09-16,9,Sep,3,2023,42.26,1.732
Global Mart,Brand G,Electronics,222.84,281.62,86,398,24219.32,19164.24,5055.08,2023-12-21,12,Dec,4,2023,20.87,1.264
Cardinal Goods,Brand C,Electronics,228.76,396.8,19,400,7539.2,4346.44,3192.76,2023-07-05,7,Jul,3,2023,42.35,1.735
Blue Ridge Co.,Brand B,Furniture,313.2,718.62,116,437,83359.92,36331.2,47028.72,2023-01-26,1,Jan,1,2023,56.42,2.294
Junction LLC,Brand J,Clothing,336.03,643.11,184,305,118332.24,61829.52,56502.72,2023-07-21,7,Jul,3,2023,47.75,1.914
Global Mart,Brand G,Food & Beverage,255.35,309.1,14,27,4327.4,3574.9,752.5,2023-09-28,9,Sep,3,2023,17.39,1.21
Apex Supplies,Brand A,Office Supplies,325.98,446.05,33,466,14719.65,10757.34,3962.31,2023-01-09,1,Jan,1,2023,26.92,1.368
Heritage Inc.,Brand H,Electronics,21.53,37.99,10,259,379.9,215.3,164.6,2023-06-03,6,Jun,2,2023,43.33,1.765
Cardinal Goods,Brand C,Office Supplies,220.52,354.17,80,21,28333.6,17641.6,10692.0,2023-07-03,7,Jul,3,2023,37.74,1.606
Blue Ridge Co.,Brand B,Clothing,146.68,235.01,192,469,45121.92,28162.56,16959.36,2023-08-18,8,Aug,3,2023,37.59,1.602
Cardinal Goods,Brand C,Office Supplies,73.3,134.94,64,374,8636.16,4691.2,3944.96,2023-01-02,1,Jan,1,2023,45.68,1.841
Eagle Exports,Brand E,Health & Beauty,58.78,112.75,190,100,21422.5,11168.2,10254.3,2023-05-01,5,May,2,2023,47.87,1.918
Heritage Inc.,Brand H,Electronics,305.56,677.0,68,38,46036.0,20778.08,25257.92,2023-04-15,4,Apr,2,2023,54.87,2.216
Junction LLC,Brand J,Clothing,266.56,420.46,92,289,38682.32,24523.52,14158.8,2023-10-10,10,Oct,4,2023,36.6,1.577
Global Mart,Brand G,Clothing,134.26,299.08,125,352,37385.0,16782.5,20602.5,2023-10-23,10,Oct,4,2023,55.11,2.228
Global Mart,Brand G,Food & Beverage,240.77,378.99,171,299,64807.29,41171.67,23635.62,2023-04-28,4,Apr,2,2023,36.47,1.574
Global Mart,Brand G,Food & Beverage,251.19,295.8,80,169,23664.0,20095.2,3568.8,2023-06-16,6,Jun,2,2023,15.08,1.178
Heritage Inc.,Brand H,Health & Beauty,105.55,198.0,59,295,11682.0,6227.45,5454.55,2023-11-18,11,Nov,4,2023,46.69,1.876
Apex Supplies,Brand A,Clothing,329.53,633.71,180,352,114067.8,59315.4,54752.4,2023-04-27,4,Apr,2,2023,48.0,1.923
Delta Traders,Brand D,Sporting Goods,392.65,945.64,97,395,91727.08,38087.05,53640.03,2023-04-22,4,Apr,2,2023,58.48,2.408
FairWay Corp.,Brand F,Clothing,397.82,841.98,19,129,15997.62,7558.58,8439.04,2023-05-07,5,May,2,2023,52.75,2.116
Icon Wholesale,Brand I,Food & Beverage,305.21,727.89,149,155,108455.61,45476.29,62979.32,2023-06-15,6,Jun,2,2023,58.07,2.385
Blue Ridge Co.,Brand B,Sporting Goods,260.7,618.3,22,73,13602.6,5735.4,7867.2,2023-02-02,2,Feb,1,2023,57.84,2.372
Apex Supplies,Brand A,Electronics,39.89,77.64,9,341,698.76,359.01,339.75,2023-06-08,6,Jun,2,2023,48.62,1.946
Junction LLC,Brand J,Electronics,151.04,277.74,9,464,2499.66,1359.36,1140.3,2023-07-07,7,Jul,3,2023,45.62,1.839
Blue Ridge Co.,Brand B,Office Supplies,55.7,104.74,27,89,2827.98,1503.9,1324.08,2023-06-05,6,Jun,2,2023,46.82,1.88
Global Mart,Brand G,Furniture,482.27,1191.04,17,66,20247.68,8198.59,12049.09,2023-02-25,2,Feb,1,2023,59.51,2.47
Cardinal Goods,Brand C,Food & Beverage,76.19,166.28,172,454,28600.16,13104.68,15495.48,2023-04-10,4,Apr,2,2023,54.18,2.182
Junction LLC,Brand J,Furniture,84.37,105.36,45,235,4741.2,3796.65,944.55,2023-03-01,3,Mar,1,2023,19.92,1.249
Blue Ridge Co.,Brand B,Sporting Goods,445.89,976.41,8,199,7811.28,3567.12,4244.16,2023-09-09,9,Sep,3,2023,54.33,2.19
Global Mart,Brand G,Food & Beverage,472.52,632.59,146,467,92358.14,68987.92,23370.22,2023-11-27,11,Nov,4,2023,25.3,1.339
Blue Ridge Co.,Brand B,Health & Beauty,385.26,665.07,125,331,83133.75,48157.5,34976.25,2023-03-13,3,Mar,1,2023,42.07,1.726
Cardinal Goods,Brand C,Clothing,12.65,17.64,123,226,2169.72,1555.95,613.77,2023-02-24,2,Feb,1,2023,28.29,1.394
Global Mart,Brand G,Health & Beauty,10.66,22.02,33,464,726.66,351.78,374.88,2023-10-10,10,Oct,4,2023,51.59,2.066
Delta Traders,Brand D,Sporting Goods,195.27,454.63,1,347,454.63,195.27,259.36,2023-05-17,5,May,2,2023,57.05,2.328
Apex Supplies,Brand A,Food & Beverage,80.26,120.91,6,232,725.46,481.56,243.9,2023-02-21,2,Feb,1,2023,33.62,1.506
Eagle Exports,Brand E,Sporting Goods,19.01,23.09,41,265,946.69,779.41,167.28,2023-03-01,3,Mar,1,2023,17.67,1.215
Icon Wholesale,Brand I,Clothing,237.39,360.33,183,85,65940.39,43442.37,22498.02,2023-01-09,1,Jan,1,2023,34.12,1.518
Heritage Inc.,Brand H,Electronics,472.1,963.7,5,101,4818.5,2360.5,2458.0,2023-05-21,5,May,2,2023,51.01,2.041
Icon Wholesale,Brand I,Electronics,168.67,263.17,187,440,49212.79,31541.29,17671.5,2023-12-29,12,Dec,4,2023,35.91,1.56
Junction LLC,Brand J,Sporting Goods,333.96,497.39,80,480,39791.2,26716.8,13074.4,2023-10-27,10,Oct,4,2023,32.86,1.489
Icon Wholesale,Brand I,Furniture,329.6,447.67,18,213,8058.06,5932.8,2125.26,2023-11-12,11,Nov,4,2023,26.37,1.358
Global Mart,Brand G,Food & Beverage,133.03,238.99,177,107,42301.23,23546.31,18754.92,2023-03-10,3,Mar,1,2023,44.34,1.797
Delta Traders,Brand D,Food & Beverage,328.71,488.57,82,164,40062.74,26954.22,13108.52,2023-11-22,11,Nov,4,2023,32.72,1.486
